Sentiment,tweet
0,i miss my long hair nyay
0,i have the cd but i dunno where wahhh me=no help
1,lmao thanks for that andrew er i mean hershey
1,back to proposaling now working on proposal of subcontractor nice to define work you don t have to do
1,eurgh im so glad we finished othello
0,i just woke up kinda i had to mak some tea cuz my throat hurts how is my boo
0,there is on way you were pissed when we had like nothing to drink
1,is experiencing the stendhal s syndrome each time he goes down in his garage
1,yup mine is curve ya go try first la
1,thx aren t the frogs fun i have meditating pointing at me &amp; then on the horn promoting since i do that too lol
1,no prob it s okay~ ^^ yuf i did my sister got a haircut too she s now a jojo fan lol
1,thanks for adding me
1,been using it all day it s what i imagine it would be like to have sex with a piece of software no lag at all
0,why ebay sucks sometimes won auction got email saying i was taking advantage and asked me for at least i only lost
0,is super worried and stressed out now
0,turned down for a bank account and a credit card in two days welcome to bankruptcy
0,god damn it ive just checked on itv spn aint on until pm wth as much as i love misha and i do i gotta sleep so no spn me
1,oh no just a lot more paperwork than usual at least it s done now and i can relax
1,does it really matter who lebron plays he s engineered to dominate proud to be from cleveland go cavs
1,off to school to make the big bucks
0,i think im gunna puke
1,work very busy and happy to see an old school friend
0,wow boy in the striped pajamas was such a sad movie
1,almost followers two more and then i will have a twiparty
1,i know its dumb but im not fired
1,enjoy saw it the other day
0,totally wanna see drag me to hell but don t have the company coz no one i know likes horror
1,yes it is sorry babe
1,miss seeing the artwork of my lamar s friend nicole
0,i suspect guerilla marketing by subway because i went and had dinner there while i was waiting
0,nooo we drove down to the friendly s by school and the line was like crazyy long haha
1,does he have a twitter we fans could tweet him as much as we did to nasa for tom haha
1,heard the song i thought it was great very catchy
0,shame that s too bloody early in winter
1,gonna go have a bath now then watch bgt
1,wake up elias
0,stop working so much and see me
0,thats the problem with all smartphones these days
1,good morning tweeties happy friday
1,try for recipes of any type she is full of them
0,wowies our mall had a boom thunder pow hit lol knocked out the power in the mall i missed the st half of an important conference call
1,hello twitters i ve been since in the morning doing the science work with headache
1,hanzo sword hehe havent seen one of these drop since
0,no i f*cked up my ankle and i can barely walk on it it hurts like f*ck
1,hello twitter getting pizza hut tonight
1,omg i love nuggets and yes i ve been hittin up that gym i was gonna say the same about you actually lol
1,that s possible but like you originally said you picked it don t complain about it
1,heh is great just that i would like the gb bumped to gb
0,idk i jus know it sucks
0,my stomach hurts and i don t like it
1,you bring out the best worst in me and i like it the repartee lets me play with my fav toy words so much fun
0,btw i scoured the web for ethel ennis lots of pages but very few of her cds
1,i think he meant this pic i don t know what other one he might have seen but really this is as hot as it gets
1,you have a dishwasher unplug it call sears tomorrow go to walmart and buy paper plates
0,o i wanted it to be adam
0,thats nice *depressed face* my aunt and uncle are here its very akward they like to describe emily as &quot;poncy&quot;
1,i got it on the day of release
1,nothing yet would much prefer to be playing hungry hungry hippos
0,finished the kitchen; the rest of the downstairs is now about there i m a neat freak stuck in a habitual clutterer s body
1,i really enjoy it but fuck i see them in everything oh that s so pudd that s so flones o o
0,dammmn travel man i m in the dmv birthday is tomorrow that s y i asked miami tho who you going with
1,i love stiff dylans &amp; angus thongs &amp; perfect snogging when i see that movie it reminds me of very special moments
1,hey stop looking over my shoulder
0,i m soooooo fucking jel you have no idea i miss la so much
0,graduated done with the awesome weekend now back to gym &amp; work work work
1,you re not going now btw make sure to put my twitter name in front when you re talking to me so it is my
0,back and now resting exhausted
1,top office ï¿½ correct
1,i can t wait that long just kiddingg ya made today =
1,i ll take you back good song on spirit right now
1,out for a bit of dinner and drinks then enjoying my day off
0,disappointed in the new mini chicken ranch thingies at jacks
1,going to bed with thoughts of full service on my mind more days t il vegas
0,i just want to play isketch with my friendsssssssss
1,out wit da newsies
0,i know the feeling why must they cost so much thought i d kill the urge when i got a couple made me want more instead
0,my phone is pretty much dead it has one bar left on the battery and i forgot my charger so i think i should sleep
1,june gloom ok at least you re enjoying it i m having a marvelous monday
0,i come home very late monday night then back to work on tuesday not looking ward to it but hey only a day week woot
0,im so ill my first exam is on monday and i havnt been able to revise for it and now the stress of tht ismaking me more ill
1,just started company really cool product idea now we just need to learn objective c
1,watched again sooo good
0,found out how to listen to music on my new laptop about to get ready for work today
0,i got a sun burn ouch
1,first day of school quite awesome and i m quite ready to get cracked again for programming yah
1,old world faire at my sons school was amazing i m glad it is over i hope i i mean he got an a
0,has very cold feet today its the eye of the tiger it s the thrill of the fight molly
0,woah i was just looking for it s blitz in the stores last night couldn t find it
1,wow thats so nyc and motivating thnx
